@relation LabelledPulsarCandidates
@attribute Score1 numeric
@attribute Score2 numeric
@attribute Score3 numeric
@attribute Score4 numeric
@attribute Score5 numeric
@attribute Score6 numeric
@attribute Score7 numeric
@attribute Score8 numeric
@attribute Score9 numeric
@attribute Score10 numeric
@attribute Score11 numeric
@attribute Score12 numeric
@attribute Score13 numeric
@attribute Score14 numeric
@attribute Score15 numeric
@attribute Score16 numeric
@attribute Score17 numeric
@attribute Score18 numeric
@attribute Score19 numeric
@attribute Score20 numeric
@attribute Score21 numeric
@attribute Score22 numeric
@attribute class {0,1}
@data
104.3716801,1.500748917,8,1892,9.024376551,1.005413272,112.1255023,110.8918616,1892.87921,3.970946558,2144.421604,573.0207201,6.0811,443.791889,0.046875,1.348583541,0.691073904,13.41578963,1378.499759,5.928743543,0.128632124,4.498363105,1
0.036114135,4804.568018,0,14201,258.6765924,0.016639616,133.0336877,5.669325624,92.95663143,1.758257555,20.87206468,307.1355605,304.59201,217.878978,0.046875,67.54826783,0.452393333,1.155548017,406.8316232,0.142318761,0.987821823,13.64874749,1
0.01613135,157.8986699,0,15528,125.375,0.002666377,0.159215573,2.525116883,0.460391891,2.525116883,0.082679177,529.9234062,1313.432373,316.563408,0.023438,203.4782908,0.307020953,0.215261621,237.8704965,3.210497106,0.974758349,13.63199156,1
0.01613135,157.8986699,0,15528,125.375,0.002666377,0.159215573,2.525116883,0.460391891,2.525116883,0.082679177,529.9234062,1313.432373,316.563408,0.023438,203.4782908,0.307020953,0.215261621,237.8704965,3.210497106,0.974758349,13.63199156,1
0.151125479,103.6816027,1,14417,250.7500017,2.96E+14,125.1667386,7739.47878,1796.240998,2.475246514,4.230829967,1659.719948,184.127991,134.75039,0.023438,28.52529728,0.139367379,7.302829091,143.6892154,10.17083248,0.955048946,13.29150856,1
0.144279798,2179.783224,1,14256,125.375,0.013030163,0.719344081,7.2040848,63.35466111,3.054758617,5.867720579,374.919454,974.932007,158.618222,0.070312,268.1145863,0.350299738,0.320952904,244.5120754,0,0.989204258,13.92794957,1
0.027353362,513.9252885,0,11794,98.79193882,0.10069873,25.91284757,4.691222367,77.76209285,4.691222367,77.09593977,4.074546236,49.249466,3.146784,0.046875,10.92187586,0.191816481,0.022886211,193.0026868,6.937251831,0.641215332,9.320502904,1
0.030301364,614.7501317,0,10979,92.35711398,8.08E-18,32.78376807,4.880948807,159.9788182,4.880948807,156.3558112,587.5550019,40.581463,255.894044,0.046875,8.999604197,0.306393159,0.548859947,223.3758883,0.257300804,0.764039166,9.524124421,1
113.7343838,3.614761754,8,3766,34.95742427,0.75332837,93.92153596,9123.584674,2288.106747,3.380968868,1793.87904,38.45005278,6.452106,812.23235,0.023438,0.999566881,0.476760005,0.550457726,1477.828879,10.63992824,0.100190486,4.361769355,1
3.008623664,423.0119057,2,6323,84.77119937,0.279679069,42.03995024,0.093141835,4815.997498,10.28715584,862.1487126,47.76469591,39.139439,145.999547,0.101562,13.15940225,0.158031873,0.200885308,45.51145728,0.678965681,0.878194011,10.23308262,1
0.013934869,330.3127386,0,15541,125.375,0.00959188,0.297535923,1.913201036,1.874935639,1.913201036,0.633970401,842.8016687,520.744385,96.288692,0.015625,65.60762568,0.101703094,1.747076683,250.6851774,5.163876935,0.938073423,13.37386169,1
0.016908733,956.0018659,0,15435,125.375,0.011424349,0.40649897,2.698606156,19.70504033,2.105352946,0.473204445,89.36639742,2251.576172,68.114696,0.023438,348.8164906,0.21366651,0.029631365,342.2366785,0.63374417,0.985287611,12.75761145,1
202.3900899,0.967824147,10,121,3.921507924,0.990491718,124.0631399,6.596408243,1217.008393,2.12878267,1424.566123,163.7279315,8.836164,114.060331,0.070312,2.430020184,0.041983423,2.560994992,378.5394037,0.941375733,0.008713226,4.325842267,1
0.024419797,1749.202804,0,15030,125.375,0.009864346,0.016778498,3.91401582,19.47329226,2.121031555,1.224497009,166.7708336,1185.845337,73.404607,0.03125,212.9841099,0.275318721,0.13287298,163.352887,5.374685068,0.971935031,13.65355599,1
0.017315697,86.74548533,0,11758,95.39258287,0.149483528,30.61201569,3.393194938,177.6081864,3.106601152,87.63995253,4630.367926,44.090477,148.784878,0.03125,7.918883438,0.313043145,32.15711236,487.5256625,4.4606789,0.63340933,9.238950724,1
0.014250812,1174.927849,0,15419,250.7500032,6.73E+13,125.3604972,2.30248963,2.812482091,2.30248963,0.848556693,653.0619785,326.924683,23.92056,0.023438,50.64750731,0.319666106,0.063937315,210.3224646,7.801959556,0.958714214,13.23985868,1
0.01182515,929.5478761,0,13956,109.6465791,0.066242751,16.61312995,1.60579885,42.80057247,1.60579885,42.44175004,361.9221227,45.047558,72.731534,0.015625,5.67545884,0.216243682,2.815787922,514.9721781,17.70190079,0.581642381,9.903315664,1
0.037325423,65889.49213,0,13493,117.4953562,0.046197149,6.526473938,6.563255116,18.04740405,6.563255116,16.10646767,214.8386061,166.315353,122.602813,0.070312,45.73813531,0.409074311,1.533413736,320.2516457,3.03613356,0.988706029,13.47625308,1
2.231718851,205.0662897,2,1580,19.02693267,0.879879408,109.9882208,25.25093826,1031.006886,9.344561699,1205.927263,3.496632669,16.120909,48.119491,0.21875,8.530383224,0.07496753,0.01930132,15.18087717,0.337099621,0.709902785,5.889962587,1
126.2220446,2.103391124,8,-190,0.073393416,0.999922476,122.709168,92.2895341,2132.720619,5.982290185,2086.260064,423.8371392,7.572218,909.18624,0.070312,2.082424294,0.230180187,1.934702444,1076.203504,3.652807703,0.079639363,4.252839944,1
162.9326797,0.854844537,9,-1505,11.24772241,0.993265581,129.0200295,19.64509061,1782.983743,19.64509061,2243.964394,115.8526028,8.147483,865.324514,0.21875,4.311242766,0.39781617,0.10702019,993.56882,0.502843543,0.247256809,4.3194017,1
4.883710563,33.23107569,3,485,8.619348894,0.974910213,118.6404561,358.3459377,1964.648813,14.68930889,1076.512012,1.64560869,16.228254,152.932797,0.492188,15.9766539,0.710999667,0.083615378,700.7238579,0.202098266,0.67477748,5.977006455,1
1.144972464,308.3217343,2,6405,56.06184799,0.283113318,68.21364606,8.157561589,396.4336181,7.897346926,419.575772,1.84566477,20.165174,59.934919,0.070312,5.5455942,0.460685009,0.000421227,486.6270915,4.237788071,0.516061887,6.477853501,1
648.1536643,0.905987656,11,2189,62.51686955,0.493089188,68.86790889,141064.8183,4943.333685,141064.8183,4943.36469,312.3339088,18.199768,24.976972,0.03125,3.268774828,0.801973165,0.09649257,1368.846124,8.928871126,0.587601815,9.614053347,1
153.1589596,1.025060497,10,3442,27.14558131,0.787529001,102.2265541,1.938869397,1007.842881,1.938869397,1286.505535,111.5606446,6.633695,803.351823,0.023438,1.027698835,0.876821473,6.347743795,7717.402254,0.696204367,0.063896869,4.609645719,1
4273.518757,3.267336533,1,406.9433624,4.984943063,0.059985726,0.045259955,2.781356114,1.298914307,2.781356114,1.30333691,272.4567766,363.4336171,73.80190564,0.02,51.91908816,0.674046349,0.049780864,1459.915785,0.088388348,0.911527664,30.22188628,1
145.3444848,1.380773393,9,2361,21.32413768,0.885248838,97.04412334,156.4655925,1962.585904,9.357092455,1920.980999,1.350181771,7.271326,371.245494,0.070312,1.999676437,0.254978471,0.006102049,161.7052916,0.647287789,0.111939222,4.481058318,1
42.33367007,4.884162351,7,2840,26.791527,0.73658447,96.16546297,6.990711759,976.2021058,6.922086497,996.1664549,1052.416168,11.905513,51.431511,0.070312,3.27411724,0.019291014,52.16947796,2444.504864,4.363422365,0.226407336,4.624902964,1
0.033851444,8032.005501,0,6527,72.38405421,0.277239762,53.96655752,14.18900072,528.1057818,13.91476091,430.3301059,1052.624958,35.291653,4.975073,0.101562,11.86570554,1.118971154,23.24889747,1422.63251,0.645435705,0.867387317,8.579863744,1
0.016371836,9348.400397,0,13290,107.6462846,0.07069819,16.19460577,3.400105893,140.004471,2.100648501,44.89809725,548.2271331,47.610603,296.225305,0.046875,10.55843114,0.334084377,0.22250081,253.694894,3.242209323,0.822278549,10.56025281,1
0.016273849,0.010749836,0,14787,117.7430984,2.90E-10,8.909474012,1.604095702,10.32741596,1.604095702,10.32400106,751.6253899,147.218506,149.891891,0.015625,18.54778835,0.380827394,5.709898269,522.1739853,9.563820715,0.84154264,12.42157599,1
0.093879103,1843.431845,1,11099,89.64515851,1.77E-09,34.72886766,1.425853104,223.629693,1.425853104,220.7438898,751.6256687,23.735962,149.891891,0.015625,2.990450123,0.132264815,4.483498551,259.4732688,12.3264198,0.212745249,6.558364328,1
0.015903472,1.091155327,0,14412,115.2533239,1.82E-10,11.07524402,1.753317535,26.35528681,1.753317535,24.28385384,751.6180689,83.228371,145.132126,0.015625,10.48578913,0.128696537,1.514458546,103.0095754,9.224062735,0.738947867,11.46612365,1
0.01580979,9275.102677,0,14001,112.3229246,0.039724399,13.05270853,2.279333706,51.85176452,1.386297839,19.2636436,792.6737931,91.639275,497.744958,0.015625,11.54546343,0.275548999,1.916181868,447.7027226,17.06650594,0.839949127,12.32122513,1
15.76539921,8.612071858,5,516,4.99582952,0.988558045,121.5597306,9.192273095,1065.39564,8.724829878,1366.695732,166.1635246,9.874618,122.93014,0.101562,3.320028945,0.379390068,2.27258876,712.086335,3.063158314,0.138718777,4.595571254,1
33.59631975,7.461855953,7,6899,57.90268399,0.353105511,64.41294176,3.234325,628.582707,3.055166271,631.2589537,455.0746793,13.141797,477.962987,0.03125,2.360336419,0.339251938,1.411856525,373.0343959,12.57639157,0.057266013,4.997068848,1
28.52132069,5.683907145,7,4566,36.19339374,0.540299293,93.42857552,3.378031358,548.7689607,0.671852888,612.8999182,455.0731454,11.78854,480.816218,0.03125,2.117284287,0.155362482,2.008288553,285.1584989,10.75444433,0.041824903,5.028237197,1
0.09524824,801.6369655,1,13282,107.6812959,0.060317381,17.34298327,3.20051097,44.79526241,2.015670603,30.07165766,455.0743156,65.845764,480.932067,0.03125,11.82624833,0.201779283,1.442549376,146.142376,15.5,0.542251555,11.03304366,1
27.57445971,11.29208832,6,5473,44.6309891,0.484154981,82.19871438,4.378263463,824.0619815,4.33979921,906.186747,455.074551,12.041303,492.046757,0.03125,2.162681862,0.170053636,6.342410181,739.6162196,12.47426518,0.178915836,5.173408953,1
0.117342341,156.7758252,1,9842,81.8069987,3.66E-10,43.77057462,3.6231073,256.3326233,3.6231073,256.4080324,118.7732931,21.295111,193.872995,0.03125,3.824714843,0.256821483,0.553480952,260.9569373,0.43743024,0.387875323,6.695294855,1
1.90877569,146.4931893,3,7461,60.66992602,0.265169672,64.07250497,3.543022881,451.6236176,3.079132011,467.5195011,455.0711874,18.184452,484.926793,0.023438,2.817153961,0.34220491,0.48853313,801.6953481,0.4156808,0.303234063,6.270640768,1
0.037566905,2374.876087,0,12287,108.8959559,0.008759408,14.45775106,7.538816886,54.0038904,7.538816886,51.44251372,322.9104248,115.656967,528.768957,0.070312,31.8066487,0.463238503,2.007580724,399.7985464,0.966251507,0.973380386,12.95265838,1
1.526257713,572.412097,2,7898,70.17168773,0.268689316,62.45258675,6.661145774,648.7182478,2.583913066,594.6564299,353.2965932,18.508251,533.786902,0.070312,5.089926296,0.375699828,5.208196185,465.1018184,3.719533302,0.449218241,6.209859172,1
54.27958037,5.106380151,7,2874,24.40568342,0.865773941,103.5663843,111.3096713,1910.3895,3.669366825,1944.53839,380.282922,6.36574,334.706788,0.046875,1.411707124,0.668751692,0.788849573,1246.830063,6.72322364,0.070454222,4.188812459,1
0.17542812,1820.997563,1,8840,85.03081474,0.183468191,38.46998689,12.41029989,521.6764279,5.014910517,290.7697824,844.0926,29.050087,480.121892,0.148438,12.1286328,0.35464788,2.493971122,168.5096173,0.218620091,0.646198381,7.808808542,1
7.038781605,44.90495645,4,3331,29.84735792,0.57014988,94.45538495,5.175189905,611.1975461,5.376267537,671.3420549,612.5501726,13.935805,428.537622,0.046875,3.090493045,0.052302713,4.811159346,141.6393933,0.209307618,0.234268539,4.946453474,1
0.0428371,13592.59062,0,11382,100.3110908,0.100171063,24.18557275,7.401612585,286.2059077,7.401612585,286.1866465,522.6204063,58.701534,121.874138,0.070312,16.14342066,0.880223419,1.606504956,1227.160814,0.26373421,0.903138252,11.07085066,1
1.37358882,112.5497973,3,11820,95.63450495,1.48E-10,29.27040378,2.496760768,233.7298087,2.496760768,228.5617398,596.9984928,19.236389,222.604941,0.023438,2.98012112,0.266693297,1.735360341,375.784857,0.884546141,0.305073452,6.20862601,1
0.026335318,3281.908644,0,11024,94.10915978,0.136128309,29.16881106,5.078825203,196.4352991,3.770466179,160.1588284,435.7536945,33.760517,604.79145,0.046875,7.486947685,0.18614782,1.602007641,155.6702846,5.344389582,0.75595159,8.906918848,1
0.234445593,2119.526364,1,5998,60.69875285,0.359625088,64.43641359,12.92616921,904.2777685,12.54472852,910.1327616,279.8074346,20.356094,428.002538,0.101562,6.844094757,0.365409156,5.097006739,856.8184496,0.476564453,0.661063186,6.266185653,1
22.82161029,13.53532451,6,7971,65.48874477,0.289915876,63.35886354,1.783761364,642.5879746,1.291833401,642.3060417,178.7564374,12.662833,155.996069,0.015625,1.595367001,0.358486359,0.08368679,490.6824575,10.17917605,0.123247479,5.424132828,1
105.5517974,1.603182699,9,2816,22.02079146,0.834058661,101.9617804,5.624361842,1073.993022,4.845927318,1329.729214,110.6783431,6.520742,829.803574,0.046875,1.446081357,0.29932609,0.554626834,495.4345055,6.412579867,0.086778363,4.166732164,1
0.190764173,520.9800608,1,10870,98.04457726,0.07032213,27.22054061,11.80228395,535.7463086,4.204373183,170.0546244,14.84266268,43.255409,38.153177,0.101562,14.54326739,0.93909401,0.062167357,1052.268655,3.340678544,0.564790449,9.133765088,1
0.036541943,5383.62332,0,8559,76.19169585,0.198721426,49.0510285,8.283659797,444.8845933,4.212883433,359.673493,341.4030577,25.636171,51.967714,0.070312,7.050164864,0.360812995,2.655906928,332.0284406,3.528069396,0.585859292,7.167677328,1
10.01646336,50.57139909,4,4791,43.45534619,0.518676338,81.06677422,5.581247893,973.7695685,5.189073395,1016.539583,6.000600928,12.574936,29.475164,0.046875,2.788698052,0.116729898,0.079758777,452.9888752,0.725436889,0.201776141,4.974837545,1
0.142560162,1711.401502,1,11499,100.0827979,0.123899332,23.08036946,6.033655783,157.1457618,6.020112974,104.2123388,6.000603638,46.138336,29.384823,0.046875,10.23193181,0.006891316,0.054914965,171.3504983,6.804537906,0.543713648,9.45164179,1
1.222763832,417.9718612,2,7458,63.93111085,0.297249312,59.9942045,6.014708486,657.8394591,5.325039874,654.1646574,481.8077312,15.943961,746.627364,0.046875,3.535834534,0.113284104,4.263315994,214.9665859,5.547104684,0.388253935,5.62611132,1
0.016912666,315.4832649,0,12144,96.41638293,0.10117152,28.78830866,2.009014641,102.0094055,2.009014641,98.04679784,702.407024,37.192833,378.750773,0.015625,4.685856508,0.061285045,0.2800246,148.7889479,11.74906911,0.490154552,8.976484915,1
0.034739939,37856.4716,0,10899,94.73242185,1.20E-08,28.22613231,6.936895711,197.1362549,2.80822644,174.51176,204.0824656,33.864151,195.734832,0.070312,9.31292928,0.365121399,0.343928641,249.9881029,0.729255693,0.767535992,8.518167461,1
98.94663035,1.110486958,9,889,10.23955077,0.928193743,115.5460872,3.476066261,1403.518902,3.624878358,1635.431349,70.5097442,6.512794,403.278703,0.03125,1.169732333,0.038725282,1.185728562,807.3220381,9.499986294,0.086264164,4.50416994,1
9.071919263,18.98575155,5,6062,48.65751434,0.397844561,74.34208288,3.981360364,522.8576176,0.600584229,588.4568857,854.4918885,13.088973,604.513682,0.03125,2.350848949,0.439138406,9.170801333,1176.489882,7.924579379,0.146271914,4.850854165,1
1.507413668,558.5476269,2,8713,82.85971621,0.252183836,41.32034231,7.181189761,669.0309393,4.628568646,405.9690384,74.67425073,20.239361,246.726165,0.070312,5.565996256,0.277606883,1.289833721,476.9420406,0.171983108,0.585108742,6.847525978,1
1.255807481,260.8908023,2,6816,64.36927179,0.251368837,63.6350526,14.739024,705.3835987,3.080243758,549.237905,74.6740964,14.515101,248.188452,0.148438,6.060165331,0.694772576,1.109304779,758.1979432,0.358659841,0.644274917,5.3927289,1
24.58255711,5.534997222,7,7659,64.35900386,0.287546433,58.80828962,3.893363669,538.1296719,3.892957579,510.2653284,682.4245374,13.439947,516.886403,0.046875,2.980528411,0.692090468,3.825130934,1439.250865,6.466437568,0.183349815,5.069655982,1
0.811401587,290.5047272,2,6525,51.32938371,0.104930087,71.98057785,3.564475882,416.6919243,1.946594436,492.0345468,630.314864,14.51223,681.390476,0.03125,2.606473452,0.0484688,5.906269012,519.6637165,7.664158331,0.212937107,5.380000559,1
13.51287925,22.80064125,5,3601,33.4514281,0.5791769,93.51075851,4.920468234,701.8127357,5.007455321,771.1247444,294.7600223,14.753866,106.98018,0.046875,3.271911473,0.495279869,1.270230069,707.41484,0.426910072,0.311161558,5.497190955,1
8.223259468,29.20612027,5,10941,89.86072772,0.191740248,36.25131739,7.408184277,1082.748524,2.600839848,333.1200034,1478.729444,18.462906,117.679503,0.015625,2.326107512,0.534577012,18.49114291,2475.12615,15.54640232,0.179031446,5.83048123,1
21.58581328,9.524630796,6,4213,35.24254942,0.586044453,90.17776264,3.431438629,667.3823155,3.431438629,770.7238872,457.5099,10.69995,357.22232,0.03125,1.921767751,0.303946551,2.866224529,578.752281,11.32345234,0.132111195,4.968016252,1
0.017605037,630.9337219,0,13250,107.584692,0.047455329,16.40182177,3.33378566,36.60960069,3.33378566,29.1671716,547.2006288,60.847557,225.479368,0.023438,9.426565958,0.082053858,1.921056949,304.6926357,10.44887105,0.814438384,11.30148321,1
0.017607574,1903.655645,0,14758,119.463059,0.026552228,5.022302888,3.036143808,12.66864556,3.036143808,4.216424012,255.4965731,170.896576,98.975791,0.023438,26.47547289,0.047495937,0.70312003,163.620667,3.984573116,0.960598952,13.3302821,1
0.033503748,10846.15829,0,8973,76.81785396,0.207730289,49.83147121,7.390195685,506.4982996,1.991805796,347.6177431,636.4209331,24.569389,166.772312,0.070312,6.75679075,0.496227283,6.724914828,556.7003164,0.159732286,0.654712254,7.294605293,1
0.023630557,47.61932795,0,14807,125.375,0.025966581,0.844394909,3.596665402,3.361463191,3.596665402,3.163599214,570.2866184,285.372772,84.418866,0.03125,51.25446291,0.251548829,3.446645311,236.9314357,8.95428203,0.977334589,13.68825913,1
0.012695517,274.451285,0,13715,108.4504737,0.076989743,17.42701577,1.806170106,47.88857896,1.806170106,45.64736764,535.5035432,41.966175,196.906454,0.015625,5.287241073,0.443821215,4.269875692,789.4999355,14.56694317,0.552370034,9.665940843,1
0.022343401,4392.42353,0,10242,87.45859879,0.12564104,37.48205254,7.039448781,175.9977116,2.971714542,127.6182249,170.9368096,36.550781,313.953017,0.070312,10.05177536,0.377161969,1.960964508,419.2946686,0.430805345,0.847095371,9.44568996,1
109.9667139,3.207015211,8,3892,35.83790905,0.764274945,87.40802133,7.89856913,1581.043775,8.447236404,1714.08151,377.1321441,9.188372,342.088869,0.070312,2.526880377,0.349977335,0.417406101,529.3035752,0.288842144,0.212989709,4.543385713,1
0.016350243,11262.61926,0,12797,103.0829308,0.090448649,21.18692823,4.811908009,182.6244208,2.242230968,66.34234706,505.1036431,40.65659,487.471526,0.046875,9.01626484,0.400364331,2.18718284,414.0216832,3.518453338,0.729285367,9.380732561,1
0.017636035,46.39480743,0,13438,107.9007736,3.00E-16,16.71572372,2.805781255,40.33904895,2.805781255,39.64519129,452.7998188,51.974068,149.013814,0.023438,8.051875939,0.167863276,4.791693709,453.1878672,7.637353381,0.782572844,10.73367474,1
0.144892193,263.5691816,1,11831,96.71743138,0.114292254,28.20464385,1.835484993,820.843961,1.888936329,106.7393312,905.600071,32.681538,140.41622,0.015625,4.117486762,0.024008753,2.535214537,189.9491252,20.21127985,0.536046085,9.524774838,1
1.126745953,343.0351613,2,8508,75.4594949,0.103681834,49.54157902,7.237879317,452.8386658,7.237879317,454.0364965,265.0711467,18.121111,370.573359,0.070312,4.983459506,0.240886888,2.839917264,204.9167968,0.223637349,0.512580754,6.191490385,1
0.021030438,62.82878668,0,11883,96.96830199,2.27E-10,28.68259241,3.121393681,160.6290206,3.121393681,155.2311498,382.3757729,31.720631,159.070819,0.03125,5.697193511,0.514693191,0.670884094,545.1462816,0.5,0.569213708,8.393001742,1
0.03416314,7978.443972,0,6013,67.98958458,0.313676155,54.90399509,19.40086038,629.0541686,10.71387392,393.7493606,575.9776899,32.564571,522.890035,0.148438,13.59595667,0.00404559,10.8440568,74.40320968,0.375400642,0.718585202,8.312958145,1
